#CNTAS Song Sat Jul 19 07:55:56 2014 
#USER: Song 
#DATE: Sat Jul 19 07:55:56 2014 
#TITLE: FAT Test measurement 
#CMD: scan(axis=om, start=10, step=0.2, end=350, time=5)
#STEPS: om = 0.2  
#ROI: Xmin=1 Xmax=128 Ymin=1 Ymax=128 
#COLLI: ALF1=600 ALF2=60 ALF3=30 ALF4=30
#CELL: A=  3.864 B=  3.864 C=  11.73
#CELL: alpha=90.00 beta=90.00 gamma=90.00
#PVEC1: H1=2.000 K1=0.000 L1=0.000
#PVEC2: H2=0.000 K2=0.000 L2=4.000
#ANGLES:       monok=   17.44       monho=   34.87          om=   10.00 
#ANGLES:        s2th=  -59.31         ath=   17.44      detang=   34.87 
#ANGLES:         sgU=    0.00         sgL=   -0.74       mvfoc=  500.00 
#ANGLES:        mtrX=    0.00        mtrY=   -1.00         mgU=    0.10 
#ANGLES:         mgL=    1.12         s1X=   32.05         s1Y=   32.05 
#ANGLES:         s1L=  142.72         s1U=  142.72         s2X=    9.46 
#ANGLES:         s2Y=    8.49         s2L=   25.00         s2U=   25.00 
#ANGLES:        strX=    0.01        strY=    0.00       antrX=    0.00 
#ANGLES:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ANGLES:      msdist= 2490.10      sadist=  997.64     detdist=  650.00 
#ANGLES:     anShRot=   13.50    anShLift=  150.00 
#ZEROS:       monok=   -0.24       monho=    0.31          om=    0.00 
#ZEROS:        s2th=    0.10         ath=   -0.53      detang=   -0.07 
#ZEROS:         sgU=    0.00         sgL=    0.00       mvfoc=    0.00 
#ZEROS:        mtrX=    0.00        mtrY=    0.00         mgU=    0.00 
#ZEROS:         mgL=    0.00         s1X=    0.00         s1Y=    0.00 
#ZEROS:         s1L=    0.00         s1U=    0.00         s2X=    0.00 
#ZEROS:         s2Y=    0.00         s2L=    0.00         s2U=    0.00 
#ZEROS:        strX=    0.00        strY=    0.00       antrX=    0.00 
#ZEROS:       antrY=    0.00        angL=    0.00        angU=    0.00 
#ZEROS:      msdist=    0.00      sadist=    0.00     detdist=    0.00 
#ZEROS:     anShRot=    0.00    anShLift=    0.00 
#DATA:
#       om        CNT      ROICNT       MON       TIME     2DFNUM    CNT/MON   Err(CNT/MON)
     59.00          4          1     6364.0        5.0     106069      0.000      0.000
     59.20          3          0     6298.0        5.0     106070      0.000      0.000
     59.40          5          1     6332.0      5.007     106071      0.000      0.000
     59.60          7          0     6316.0        5.0     106072      0.000      0.000
     59.80          1          0     6280.0        5.0     106073      0.000      0.000
     60.00          2          0     6254.0        5.0     106074      0.000      0.000
     60.20          8          3     6298.0        5.0     106075      0.000      0.000
     60.40          6          1     6214.0        5.0     106076      0.000      0.000
     60.60          1          0     6201.0        5.0     106077      0.000      0.000
     60.80          3          1     6315.0        5.0     106078      0.000      0.000
     61.00          6          1     6139.0        5.0     106079      0.000      0.000
     61.20          5          0     6155.0        5.0     106080      0.000      0.000
     61.40          4          2     6332.0        5.0     106081      0.000      0.000
     61.60          2          0     6311.0        5.0     106082      0.000      0.000
     61.80          1          1     6309.0        5.0     106083      0.000      0.000
     62.00          6          1     6408.0        5.0     106084      0.000      0.000
     62.20          4          2     6308.0        5.0     106085      0.000      0.000
     62.40          3          0     6301.0        5.0     106086      0.000      0.000
     62.60          3          0     6252.0        5.0     106087      0.000      0.000
     62.80          1          0     6246.0        5.0     106088      0.000      0.000
     63.00          5          0     6220.0        5.0     106089      0.000      0.000
     63.20          4          1     6197.0        5.0     106090      0.000      0.000
     63.40          5          1     6180.0        5.0     106091      0.000      0.000
     63.60          6          4     6218.0        5.0     106092      0.001      0.000
     63.60          3          0     6223.0        5.0     106093      0.000      0.000
     64.00          1          0     6088.0        5.0     106094      0.000      0.000
     64.20          3          2     6353.0        5.0     106095      0.000      0.000
     64.40          6          2     6343.0        5.0     106096      0.000      0.000
     64.60          3          0     6201.0        5.0     106097      0.000      0.000
     64.80          6          0     6265.0        5.0     106098      0.000      0.000
     65.00          5          0     6173.0        5.0     106099      0.000      0.000
     65.20          4          0     6320.0        5.0     106100      0.000      0.000
     65.40          3          1     6279.0        5.0     106101      0.000      0.000
     65.60          3          0     6220.0        5.0     106102      0.000      0.000
     65.80          2          0     6245.0        5.0     106103      0.000      0.000
     66.00          6          3     6432.0        5.0     106104      0.000      0.000
     66.20          5          0     6335.0        5.0     106105      0.000      0.000
     66.40          2          0     6240.0        5.0     106106      0.000      0.000
     66.60          6          0     6373.0        5.0     106107      0.000      0.000
     66.80          4          0     6317.0        5.0     106108      0.000      0.000
     67.00          2          1     6146.0        5.0     106109      0.000      0.000
     67.20          4          1     6209.0        5.0     106110      0.000      0.000
     67.40          1          0     6115.0        5.0     106111      0.000      0.000
     67.60          3          1     6309.0        5.0     106112      0.000      0.000
     67.80          1          0     6418.0        5.0     106113      0.000      0.000
     68.00          2          0     6250.0        5.0     106114      0.000      0.000
     68.20         10          0     6313.0      5.007     106115      0.000      0.000
     68.40          3          0     6368.0        5.0     106116      0.000      0.000
     68.60          2          0     6322.0        5.0     106117      0.000      0.000
     68.80          5          0     6352.0      5.008     106118      0.000      0.000
     69.00          3          0     6213.0        5.0     106119      0.000      0.000
     69.20          4          0     6187.0      5.008     106120      0.000      0.000
     69.40          3          0     6101.0        5.0     106121      0.000      0.000
     69.60          7          0     6190.0        5.0     106122      0.000      0.000
     69.80          3          0     6205.0        5.0     106123      0.000      0.000
     70.00          5          1     6335.0        5.0     106124      0.000      0.000
     70.20          6          1     6319.0        5.0     106125      0.000      0.000
     70.40          6          1     6326.0        5.0     106126      0.000      0.000
     70.60          4          0     6268.0      5.009     106127      0.000      0.000
     70.80          5          0     6242.0        5.0     106128      0.000      0.000
     71.00          3          0     6397.0        5.0     106129      0.000      0.000
     71.20          1          1     6277.0        5.0     106130      0.000      0.000
     71.40          2          0     6369.0        5.0     106131      0.000      0.000
     71.60          5          1     6374.0        5.0     106132      0.000      0.000
     71.80          4          0     6298.0        5.0     106133      0.000      0.000
     72.00          5          0     6301.0        5.0     106134      0.000      0.000
     72.20          6          2     6242.0        5.0     106135      0.000      0.000
     72.40          3          0     6279.0      5.007     106136      0.000      0.000
     72.60          2          0     6337.0        5.0     106137      0.000      0.000
     72.80          6          1     6332.0        5.0     106138      0.000      0.000
     73.00          3          1     6386.0        5.0     106139      0.000      0.000
     73.20          3          0     6293.0        5.0     106140      0.000      0.000
     73.40          0          0     6392.0        5.0     106141      0.000      0.000
     73.60          5          0     6172.0        5.0     106142      0.000      0.000
     73.80          4          0     6302.0        5.0     106143      0.000      0.000
     74.00          2          0     6183.0        5.0     106144      0.000      0.000
     74.20          3          0     6239.0        5.0     106145      0.000      0.000
     74.40          3          0     6399.0        5.0     106146      0.000      0.000
     74.60          2          0     6436.0        5.0     106147      0.000      0.000
     74.80          5          1     6092.0      5.008     106148      0.000      0.000
     75.00          3          0     6286.0        5.0     106149      0.000      0.000
     75.20          4          1     6306.0        5.0     106150      0.000      0.000
     75.40          2          0     6202.0        5.0     106151      0.000      0.000
     75.60          1          0     6256.0        5.0     106152      0.000      0.000
     75.80          3          0     6173.0        5.0     106153      0.000      0.000
     76.00          1          0     6325.0        5.0     106154      0.000      0.000
     76.20          6          2     6300.0        5.0     106155      0.000      0.000
     76.40          4          2     6329.0        5.0     106156      0.000      0.000
     76.60          6          2     6255.0        5.0     106157      0.000      0.000
     76.80          2          1     6155.0        5.0     106158      0.000      0.000
     77.00          3          1     6357.0        5.0     106159      0.000      0.000
     77.20          1          0     6021.0        5.0     106160      0.000      0.000
     77.40          3          0     6098.0        5.0     106161      0.000      0.000
     77.60          5          0     6318.0        5.0     106162      0.000      0.000
     77.80          3          0     6232.0        5.0     106163      0.000      0.000
     78.00          3          0     6182.0        5.0     106164      0.000      0.000
     78.20          3          0     6292.0        5.0     106165      0.000      0.000
     78.40          3          1     6178.0        5.0     106166      0.000      0.000
     78.60          6          0     6281.0        5.0     106167      0.000      0.000
     78.80          5          1     6215.0        5.0     106168      0.000      0.000
     79.00          4          1     6176.0      5.006     106169      0.000      0.000
     79.20          5          2     6264.0        5.0     106170      0.000      0.000
     79.40          1          0     6319.0      5.006     106171      0.000      0.000
     79.60          4          1     6086.0        5.0     106172      0.000      0.000
     79.80          1          0     6254.0      5.008     106173      0.000      0.000
     80.00          2          0     6294.0        5.0     106174      0.000      0.000
     80.20          0          0     6381.0        5.0     106175      0.000      0.000
     80.40          4          0     6198.0        5.0     106176      0.000      0.000
     80.60          1          0     6195.0        5.0     106177      0.000      0.000
     80.80          2          0     6322.0        5.0     106178      0.000      0.000
     81.00          7          0     6226.0        5.0     106179      0.000      0.000
     81.20          2          0     6381.0        5.0     106180      0.000      0.000
     81.40          2          0     6262.0      5.007     106181      0.000      0.000
     81.60          0          0     6275.0        5.0     106182      0.000      0.000
     81.80          3          0     6357.0        5.0     106183      0.000      0.000
     82.00          2          0     6371.0        5.0     106184      0.000      0.000
     82.20          2          0     6336.0      5.008     106185      0.000      0.000
     82.40          5          1     6187.0        5.0     106186      0.000      0.000
     82.60          2          0     6179.0        5.0     106187      0.000      0.000
